-1.37,-1.46,0.0,0.0,1.0
1.43,0.21,0.0,1.0,0.0
-0.14,-1.6,1.0,0.0,0.0
0.9,1.46,0.0,0.0,1.0
0.87,0.18,0.0,1.0,0.0
-1.1,-1.62,0.0,0.0,1.0
-0.43,-0.29,1.0,0.0,0.0
-0.53,-0.12,1.0,0.0,0.0
0.12,1.14,0.0,0.0,1.0
0.18,-0.29,1.0,0.0,0.0
1.42,0.56,0.0,1.0,0.0
-0.82,-0.1,1.0,0.0,0.0
0.89,-0.71,1.0,0.0,0.0
1.12,1.62,0.0,0.0,1.0
-1.51,-0.06,0.0,0.0,1.0
-1.37,-0.93,0.0,0.0,1.0
0.87,0.4,0.0,1.0,0.0
-1.54,0.29,0.0,0.0,1.0
0.57,-1.9,1.0,0.0,0.0
-0.04,-0.71,1.0,0.0,0.0
0.5,-1.46,1.0,0.0,0.0
0.32,-0.39,1.0,0.0,0.0
-0.96,1.01,0.0,0.0,1.0
1.14,1.32,0.0,0.0,1.0
0.6,0.48,0.0,1.0,0.0
-1.5,-1.31,0.0,0.0,1.0
0.03,-0.85,1.0,0.0,0.0
1.67,1.26,0.0,1.0,0.0
0.34,-0.68,1.0,0.0,0.0
1.85,1.17,0.0,1.0,0.0
0.93,1.78,0.0,0.0,1.0
1.32,0.37,0.0,1.0,0.0
0.43,0.32,0.0,1.0,0.0
-1.18,0.57,0.0,0.0,1.0
-1.75,-1.67,0.0,0.0,1.0
1.71,1.89,0.0,1.0,0.0
0.2,-1.25,1.0,0.0,0.0
-1.21,0.92,0.0,0.0,1.0
1.76,1.75,0.0,1.0,0.0
-1.75,-1.03,0.0,0.0,1.0
-0.26,-1.23,1.0,0.0,0.0
0.95,-1.57,1.0,0.0,0.0
-0.18,-1.1,1.0,0.0,0.0
-0.17,-0.5,1.0,0.0,0.0
-0.89,0.56,0.0,0.0,1.0
-0.43,0.78,0.0,0.0,1.0
1.79,1.4,0.0,1.0,0.0
0.4,1.26,0.0,0.0,1.0
0.76,0.32,0.0,1.0,0.0
1.7,-0.03,0.0,1.0,0.0
0.68,-0.34,1.0,0.0,0.0
1.31,0.89,0.0,1.0,0.0
-0.32,-0.29,1.0,0.0,0.0
0.76,-0.9,1.0,0.0,0.0
1.9,1.82,0.0,1.0,0.0
1.54,1.03,0.0,1.0,0.0
-0.07,0.64,0.0,0.0,1.0
1.85,0.56,0.0,1.0,0.0
0.76,0.53,0.0,1.0,0.0
-1.65,0.06,0.0,0.0,1.0
1.04,-1.29,1.0,0.0,0.0
-0.39,0.64,0.0,0.0,1.0
1.14,0.42,0.0,1.0,0.0
-1.35,0.1,0.0,0.0,1.0
0.06,1.62,0.0,0.0,1.0
-1.26,-1.78,0.0,0.0,1.0
-1.39,-0.43,0.0,0.0,1.0
-0.87,-1.84,0.0,0.0,1.0
0.65,-0.65,1.0,0.0,0.0
1,0.43,0.0,1.0,0.0
0.64,0.32,0.0,1.0,0.0
0.75,1.85,0.0,0.0,1.0
0.57,0.21,0.0,1.0,0.0
0.14,0.29,0.0,1.0,0.0
1.09,0.68,0.0,1.0,0.0
